ground_truth,prediction,confidence,correct
Afrikaans,Afrikaans,0.3384435772895813,True
Afrikaans,[Whisper-la],0.19829297065734863,False
Afrikaans,Afrikaans,0.5887724161148071,True
Afrikaans,Swedish,0.14276748895645142,False
Afrikaans,Norwegian,0.13730840384960175,False
Afrikaans,Afrikaans,0.40495651960372925,True
Afrikaans,Afrikaans,0.268295019865036,True
Afrikaans,German,0.26589471101760864,False
Afrikaans,Dutch,0.2784549593925476,False
Afrikaans,Afrikaans,0.3098089098930359,True
Afrikaans,Dutch,0.8756154775619507,False
Afrikaans,Afrikaans,0.19042368233203888,True
Afrikaans,Dutch,0.7209212183952332,False
Afrikaans,Afrikaans,0.6546749472618103,True
Afrikaans,Dutch,0.18594320118427277,False
Afrikaans,Dutch,0.5561155080795288,False
Afrikaans,Dutch,0.11682897061109543,False
Afrikaans,English,0.24643196165561676,False
Afrikaans,Afrikaans,0.5852110981941223,True
Afrikaans,English,0.30062609910964966,False
Afrikaans,Dutch,0.8615140318870544,False
Afrikaans,Swedish,0.1984918713569641,False
Afrikaans,Dutch,0.3433176279067993,False
Afrikaans,Dutch,0.22511398792266846,False
Afrikaans,German,0.1465958058834076,False
Afrikaans,Afrikaans,0.4547705352306366,True
Afrikaans,English,0.2990545332431793,False
Afrikaans,German,0.7757929563522339,False
Afrikaans,Dutch,0.1359051614999771,False
Afrikaans,Dutch,0.2770498991012573,False
Afrikaans,Dutch,0.9503947496414185,False
Afrikaans,Dutch,0.15665781497955322,False
Afrikaans,Afrikaans,0.30536729097366333,True
Afrikaans,Afrikaans,0.6274864673614502,True
Afrikaans,Dutch,0.24599599838256836,False
Afrikaans,Afrikaans,0.6838693022727966,True
Afrikaans,Afrikaans,0.29943203926086426,True
Afrikaans,English,0.41790372133255005,False
Afrikaans,Afrikaans,0.4744512736797333,True
Afrikaans,Afrikaans,0.328603595495224,True
Afrikaans,Afrikaans,0.3818199038505554,True
Afrikaans,Dutch,0.2819109857082367,False
Afrikaans,Afrikaans,0.5259870886802673,True
Afrikaans,English,0.5678550601005554,False
Afrikaans,Norwegian,0.29825952649116516,False
Afrikaans,Dutch,0.5806992053985596,False
Afrikaans,Dutch,0.16853100061416626,False
Afrikaans,Swedish,0.23961153626441956,False
Afrikaans,German,0.3976697623729706,False
Afrikaans,Arabic,0.14184388518333435,False
Afrikaans,Dutch,0.47469088435173035,False
Afrikaans,Latvian,0.22808398306369781,False
Afrikaans,Welsh,0.11576811969280243,False
Afrikaans,Latvian,0.2522149384021759,False
Afrikaans,Dutch,0.5641477704048157,False
Afrikaans,Dutch,0.7996551990509033,False
Afrikaans,[Whisper-sq],0.27777260541915894,False
Afrikaans,Afrikaans,0.44726458191871643,True
Afrikaans,Dutch,0.31223198771476746,False
Afrikaans,Afrikaans,0.4288192391395569,True
Afrikaans,Arabic,0.5454529523849487,False
Afrikaans,German,0.42542973160743713,False
Afrikaans,Afrikaans,0.39381787180900574,True
Afrikaans,Dutch,0.39242100715637207,False
Afrikaans,Dutch,0.6806514859199524,False
Afrikaans,Dutch,0.439721941947937,False
Afrikaans,Dutch,0.49789199233055115,False
Afrikaans,English,0.15266288816928864,False
Afrikaans,Dutch,0.23188011348247528,False
Afrikaans,Russian,0.15049812197685242,False
Afrikaans,German,0.4171033799648285,False
Afrikaans,Dutch,0.36629706621170044,False
Afrikaans,Afrikaans,0.5826623439788818,True
Afrikaans,Afrikaans,0.4751882255077362,True
Afrikaans,English,0.27986374497413635,False
Afrikaans,German,0.13554702699184418,False
Afrikaans,Dutch,0.1802469938993454,False
Afrikaans,Dutch,0.44352105259895325,False
Afrikaans,Dutch,0.23661093413829803,False
Afrikaans,Dutch,0.6625255346298218,False
Afrikaans,German,0.35943323373794556,False
Afrikaans,German,0.4464583694934845,False
Afrikaans,Afrikaans,0.627007007598877,True
Afrikaans,German,0.4575116038322449,False
Afrikaans,Dutch,0.5231032371520996,False
Afrikaans,Afrikaans,0.7341461181640625,True
Afrikaans,Swedish,0.6825717687606812,False
Afrikaans,Dutch,0.4339981973171234,False
Afrikaans,Dutch,0.4019175171852112,False
Afrikaans,Dutch,0.2024875283241272,False
Afrikaans,Dutch,0.840834379196167,False
Afrikaans,Dutch,0.420517235994339,False
Afrikaans,German,0.4019600749015808,False
Afrikaans,Afrikaans,0.6779221296310425,True
Afrikaans,Afrikaans,0.7537915110588074,True
Afrikaans,Afrikaans,0.4488648474216461,True
Afrikaans,Welsh,0.1561054289340973,False
Afrikaans,Afrikaans,0.7812564373016357,True
Afrikaans,Dutch,0.163021519780159,False
Afrikaans,Swedish,0.7931511998176575,False
Afrikaans,Swedish,0.7253499031066895,False
Afrikaans,English,0.27482423186302185,False
Afrikaans,Dutch,0.23346996307373047,False
Afrikaans,Greek,0.37374526262283325,False
Afrikaans,Afrikaans,0.5298671126365662,True
Afrikaans,Afrikaans,0.8231285810470581,True
Afrikaans,Dutch,0.9039272665977478,False
Afrikaans,Afrikaans,0.7503605484962463,True
Afrikaans,Dutch,0.5067523717880249,False
Afrikaans,German,0.5736954808235168,False
Afrikaans,Dutch,0.3848496675491333,False
Afrikaans,Afrikaans,0.3804847002029419,True
Afrikaans,Afrikaans,0.6250189542770386,True
Afrikaans,[Whisper-la],0.20933124423027039,False
Afrikaans,Afrikaans,0.34204915165901184,True
Afrikaans,Dutch,0.5290993452072144,False
Afrikaans,English,0.21424418687820435,False
Afrikaans,Dutch,0.22594057023525238,False
Afrikaans,German,0.18558095395565033,False
Afrikaans,Dutch,0.7957502603530884,False
Afrikaans,English,0.5595334768295288,False
Afrikaans,Romanian,0.18952521681785583,False
Afrikaans,Afrikaans,0.5990928411483765,True
Afrikaans,German,0.9455716609954834,False
Afrikaans,Afrikaans,0.7481208443641663,True
Afrikaans,German,0.3391745984554291,False
Afrikaans,Dutch,0.8623667359352112,False
Afrikaans,German,0.6703594923019409,False
Afrikaans,German,0.842673122882843,False
Afrikaans,Dutch,0.2644842565059662,False
Afrikaans,English,0.2970047891139984,False
Afrikaans,English,0.4786882698535919,False
Afrikaans,Afrikaans,0.38941490650177,True
Afrikaans,Dutch,0.3539891839027405,False
Afrikaans,Dutch,0.4115011692047119,False
Afrikaans,Afrikaans,0.8462153673171997,True
Afrikaans,English,0.23570933938026428,False
Afrikaans,Dutch,0.5339817404747009,False
Afrikaans,Dutch,0.5855562686920166,False
Afrikaans,Dutch,0.23626327514648438,False
Afrikaans,Finnish,0.44467994570732117,False
Afrikaans,Afrikaans,0.2378310114145279,True
Afrikaans,Latvian,0.2630188465118408,False
Afrikaans,Dutch,0.8925458192825317,False
Afrikaans,Dutch,0.46646857261657715,False
Afrikaans,Dutch,0.3039335608482361,False
Afrikaans,Afrikaans,0.918430507183075,True
Afrikaans,German,0.33911001682281494,False
Afrikaans,German,0.2619900107383728,False
Afrikaans,Swedish,0.6483559608459473,False
Afrikaans,Swedish,0.7411681413650513,False
Afrikaans,Dutch,0.2963998317718506,False
Afrikaans,Dutch,0.27809223532676697,False
Afrikaans,Arabic,0.3002656102180481,False
Afrikaans,Afrikaans,0.35060760378837585,True
Afrikaans,Afrikaans,0.468416303396225,True
Afrikaans,Afrikaans,0.7927014231681824,True
Afrikaans,Dutch,0.6225213408470154,False
Afrikaans,Finnish,0.5646244883537292,False
Afrikaans,Afrikaans,0.695949912071228,True
Afrikaans,German,0.47019752860069275,False
Afrikaans,Portuguese,0.2156628966331482,False
Afrikaans,Dutch,0.1851622611284256,False
Afrikaans,Dutch,0.33500349521636963,False
Afrikaans,Arabic,0.15106584131717682,False
Afrikaans,Afrikaans,0.5856660008430481,True
Afrikaans,Afrikaans,0.5803579092025757,True
Afrikaans,Dutch,0.728030800819397,False
Afrikaans,English,0.3048925995826721,False
Afrikaans,Dutch,0.4296809434890747,False
Afrikaans,German,0.608235239982605,False
Afrikaans,English,0.24066781997680664,False
Afrikaans,German,0.2793237268924713,False
Afrikaans,German,0.7173916697502136,False
Afrikaans,Dutch,0.49617743492126465,False
Afrikaans,Dutch,0.5610208511352539,False
Afrikaans,Dutch,0.8620921969413757,False
Afrikaans,Afrikaans,0.35619428753852844,True
Afrikaans,Arabic,0.26618996262550354,False
Afrikaans,Arabic,0.43740320205688477,False
Afrikaans,German,0.35003477334976196,False
Afrikaans,Afrikaans,0.13936714828014374,True
Afrikaans,English,0.10041800141334534,False
Afrikaans,English,0.7274856567382812,False
Afrikaans,Norwegian,0.20460382103919983,False
Afrikaans,Dutch,0.8558513522148132,False
Afrikaans,Afrikaans,0.814433753490448,True
Afrikaans,Dutch,0.34171587228775024,False
Afrikaans,Dutch,0.6714103817939758,False
Afrikaans,English,0.27361732721328735,False
Afrikaans,Dutch,0.5557733774185181,False
Afrikaans,German,0.8296384811401367,False
Afrikaans,Afrikaans,0.4030911922454834,True
Afrikaans,English,0.21391263604164124,False
Afrikaans,Dutch,0.39234963059425354,False
Afrikaans,Afrikaans,0.7756231427192688,True
Afrikaans,Italian,0.5025557279586792,False
Afrikaans,Swedish,0.3514615297317505,False
Afrikaans,English,0.1828175038099289,False
Afrikaans,English,0.2067585289478302,False
Afrikaans,Finnish,0.42667970061302185,False
Afrikaans,Arabic,0.2861770689487457,False
Afrikaans,Dutch,0.3743399679660797,False
Afrikaans,German,0.22417129576206207,False
Afrikaans,Dutch,0.24403932690620422,False
Afrikaans,Afrikaans,0.6192657351493835,True
Afrikaans,Afrikaans,0.22393551468849182,True
Afrikaans,Dutch,0.22005903720855713,False
Afrikaans,Dutch,0.8539512157440186,False
Afrikaans,English,0.29864099621772766,False
Afrikaans,English,0.33284175395965576,False
Afrikaans,Dutch,0.3957722783088684,False
Afrikaans,Swedish,0.1801041215658188,False
Afrikaans,English,0.18411092460155487,False
Afrikaans,German,0.2982815206050873,False
Afrikaans,Afrikaans,0.26859426498413086,True
Afrikaans,English,0.14986108243465424,False
Afrikaans,Dutch,0.21755221486091614,False
Afrikaans,Dutch,0.19363366067409515,False
Afrikaans,Dutch,0.0897902101278305,False
Afrikaans,Afrikaans,0.9193591475486755,True
Afrikaans,Dutch,0.4658885896205902,False
Afrikaans,Afrikaans,0.41038069128990173,True
Afrikaans,English,0.41725313663482666,False
Afrikaans,English,0.3531370162963867,False
Afrikaans,Afrikaans,0.47008123993873596,True
Afrikaans,Dutch,0.5979467630386353,False
Afrikaans,English,0.3109479546546936,False
Afrikaans,Finnish,0.26992541551589966,False
Afrikaans,Afrikaans,0.3811788856983185,True
Afrikaans,Afrikaans,0.5373620390892029,True
Afrikaans,Afrikaans,0.42853373289108276,True
Afrikaans,Dutch,0.22510887682437897,False
